
REM CLNr    Gerätekennung             AnzKategorie    Bezeichnung             Kommentar                           RO   Text0                    Text1               MaskCSV

1;	      "ModbusStandard"__;	  "ALG-CL"_;	"CL1"_____________;	"Coil 1"__________________________;	0;	"AUS (0)"_________;	"EIN (1)"_________;	0
10149;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10149"_________;	"Input 10149"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10150;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10150"_________;	"Input 10150"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10151;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10151"_________;	"Input 10151"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10152;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10152"_________;	"Input 10152"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10153;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10153"_________;	"Input 10153"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10154;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10154"_________;	"Input 10154"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10155;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10155"_________;	"Input 10155"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10156;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10156"_________;	"Input 10156"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10157;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10157"_________;	"Input 10157"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10158;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10158"_________;	"Input 10158"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10159;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10159"_________;	"Input 10159"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10160;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10160"_________;	"Input 10160"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10161;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10161"_________;	"Input 10161"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10162;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10162"_________;	"Input 10162"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10163;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10163"_________;	"Input 10163"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10164;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10164"_________;	"Input 10164"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10165;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10165"_________;	"Input 10165"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10166;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10166"_________;	"Input 10166"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10167;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10167"_________;	"Input 10167"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10168;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10168"_________;	"Input 10168"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10169;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10169"_________;	"Input 10169"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10170;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10170"_________;	"Input 10170"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10171;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10171"_________;	"Input 10171"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10172;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10172"_________;	"Input 10172"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10173;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10173"_________;	"Input 10173"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10174;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10174"_________;	"Input 10174"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10175;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10175"_________;	"Input 10175"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10176;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10176"_________;	"Input 10176"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10177;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10177"_________;	"Input 10177"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10178;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10178"_________;	"Input 10178"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10179;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10179"_________;	"Input 10179"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10180;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10180"_________;	"Input 10180"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10181;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10181"_________;	"Input 10181"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10182;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10182"_________;	"Input 10182"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10183;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10183"_________;	"Input 10183"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10184;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10184"_________;	"Input 10184"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10185;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10185"_________;	"Input 10185"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10186;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10186"_________;	"Input 10186"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10187;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10187"_________;	"Input 10187"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10188;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10188"_________;	"Input 10188"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10189;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10189"_________;	"Input 10189"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10190;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10190"_________;	"Input 10190"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10191;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10191"_________;	"Input 10191"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10192;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10192"_________;	"Input 10192"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10193;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10193"_________;	"Input 10193"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10194;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10194"_________;	"Input 10194"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10195;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10195"_________;	"Input 10195"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10196;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10196"_________;	"Input 10196"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10197;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10197"_________;	"Input 10197"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10198;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10198"_________;	"Input 10198"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10199;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10199"_________;	"Input 10199"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
10200;	"ModbusStandard"__;	  "ALG-IN"_;	"IN10200"_________;	"Input 10200"_____________________;	1;	"AUS (0)"_________;	"EIN (1)"_________;	0
